timestamp,min_cpu,max_cpu,avg_cpu
2017-01-05 13:55:00,716430.7275859937,2270806.859944986,1248917.9978640191
2017-01-28 22:00:00,797430.8192969988,2415963.367246957,1373358.486217986
2017-01-21 03:05:00,623682.6843979909,1871778.0260939985,1024491.5835400256
2017-01-15 17:05:00,756463.011860994,2335769.060309988,1326951.0289649726
2017-01-16 03:00:00,639702.6638580039,1962098.3044229883,1067754.6327970012
2017-01-05 00:15:00,703223.7994009986,2229678.467216923,1213322.7998180245
2017-01-03 11:05:00,702758.4256489932,2279990.940978022,1220415.018898995
2017-01-28 15:25:00,770506.4937469916,2451286.81633504,1371352.9278320242
2017-01-08 18:25:00,774567.0547020019,2451759.90956898,1371732.781722
2017-01-05 12:00:00,722590.1621529969,2208463.7716580047,1235855.9080000112
2017-01-22 13:20:00,747034.1225450005,2221421.3827660303,1286969.968778987
2017-01-30 20:15:00,787574.0259109995,2415040.988782012,1361074.1250599716
2017-01-23 04:20:00,620962.9102429949,1876608.5090320047,1026454.17040201
2017-01-21 06:25:00,652113.5314210049,2061790.388453016,1120345.5885229923
2017-01-02 21:05:00,729995.2646579954,2367189.997003987,1291969.650274984
2017-01-07 12:25:00,703407.6248119964,2273122.116147001,1242692.3183009925
2017-01-10 22:55:00,713193.5511800019,2234962.4798290255,1203246.9111589943
2017-01-15 12:30:00,707835.7119360043,2189908.7470580004,1239430.8430390232
2017-01-06 17:05:00,771796.288579007,2365833.979499994,1331462.7880980072
2017-01-07 09:30:00,688189.1282420006,2140518.4042470213,1180520.5390950202
2017-01-05 20:55:00,707617.1832310045,2290289.1180300107,1245793.414096986
2017-01-07 09:05:00,659955.3462700002,2083143.6192819865,1127159.1842669975
2017-01-30 17:35:00,837162.127752002,2581747.3893020344,1464996.006948023
2017-01-13 19:45:00,738932.9237189834,2341535.089154972,1319525.5776129912
2017-01-26 17:55:00,900485.2409160105,2630369.3252710244,1544134.1818679916
2017-01-05 21:05:00,703617.959341007,2261663.895482948,1231358.733211998
2017-01-04 21:45:00,760062.7783350094,2612087.9004499973,1380610.5089860104
2017-01-17 10:50:00,717253.2736109901,2182246.0158329983,1193641.9012860034
2017-01-03 20:40:00,728135.9394169861,2430296.501060974,1313736.775500033
2017-01-25 08:00:00,700454.9366419882,2068626.8149899945,1156355.317987998
2017-01-02 08:55:00,648788.4995879988,2186109.2826769995,1151924.0291929818
2017-01-12 21:40:00,719792.3817069778,2210617.9510049843,1231602.0822179872
2017-01-08 09:05:00,661157.3336620183,2075472.60135101,1129829.4181940048
2017-01-28 13:35:00,761707.0425229918,2288940.623040988,1314319.3606389817
2017-01-16 20:40:00,698601.311887999,2229432.497003972,1234996.7828220285
2017-01-26 03:45:00,679524.3188260038,2029837.7571299735,1125997.488223013
2017-01-29 02:45:00,674479.6454299975,2060290.7999780136,1127276.61991002
2017-01-19 07:20:00,659611.6717709976,1994920.5975740284,1090709.351016998
2017-01-01 04:25:00,650654.1709789927,2146585.4538550004,1130185.6310330206
2017-01-24 23:45:00,710368.3593990112,2122703.3106719917,1183612.7104420129
2017-01-12 11:35:00,694299.899166992,2212474.1609310447,1192700.8383500206
2017-01-24 03:55:00,626676.6324620008,1974985.3889719744,1070511.9171400107
2017-01-05 02:40:00,668213.9222300032,2075800.8740870096,1119842.904064002
2017-01-25 14:35:00,782819.2143959979,2404785.9096549847,1357989.2030329937
2017-01-11 05:35:00,688116.3060570039,2062089.660037018,1122483.873892998
2017-01-05 21:10:00,712202.5641030127,2267094.8940729927,1243762.6451080022
2017-01-15 12:00:00,698146.6909879986,2154360.3748709536,1215580.4840150066
2017-01-03 22:45:00,702450.3289850029,2286644.568977048,1223796.0470269832
2017-01-01 07:35:00,638372.3511790031,2090785.10121504,1098956.26493898
2017-01-16 10:25:00,731515.6919320003,2348411.8942750143,1295644.324557005
